"Gene","Expression"
"CAMSAP1",2194.5282
"CAMTA1",3597.5433
"CAMTA2",4292.1273
"CAND1",2839.9777
"CAND2",635.6226
"CANT1",636.5159
"CANX",11002.1217
"CAP1",3375.5444
"CAP2",4237.1859
"CAPG",239.4193
"CAPN10",407.2094
"CAPN11",1.34
"CAPN12",20.5338
"CAPN13",15.6337
"CAPN14",7.1468
"CAPN1",2366.9458
"CAPN2",2257.5098
"CAPN3",1028.2479
"CAPN5",811.6136
"CAPN6",0.4467
"CAPN7",460.0782
"CAPN8",2.6801
"CAPN9",12.507
"CAPNS1",5768.3975
"CAPNS2",0
"CAPRIN1",4335.9017
"CAPRIN2",734.785
"CAPS2",153.6572
"CAPSL",2.2334
"CAPS",102.7359
"CAPZA1",978.2245
"CAPZA2",2662.6466
"CAPZA3",0
"CAPZB",3074.0369
"CARD10",66.1083
"CARD11",67.0017
"CARD14",15.6337
"CARD16",7.5935
"CARD17",0
"CARD18",0
"CARD6",49.1346
"CARD8",273.3668
"CARD9",26.8007
"CARHSP1",476.7169
"CARKD",1981.4629
"CARM1",1054.1597
"CARNS1",3283.5154
"CARS2",325.0162
"CARS",1181.9095
"CARTPT",534.6734
"CASC1",75.9352
"CASC2",145.617
"CASC3",2597.8783
"CASC4",3181.6862
"CASC5",3.5734
"CASD1",1591.9598
"CASKIN1",2306.6801
"CASKIN2",1289.8939
"CASK",1196.6499
"CASP10",55.3881
"CASP12",1.7867
"CASP14",0
"CASP1",34.8409
"CASP2",220.2122
"CASP3",309.5477
"CASP4",29.4807
"CASP5",0.4467
"CASP6",31.2674
"CASP7",134.8967
"CASP8AP2",378.7828
"CASP8",29.9274
"CASP9",377.8894
"CASQ1",494.4724
"CASQ2",21.4405
"CASR",1.7867
"CASS4",25.014
"CAST",1570.2334
"CASZ1",36.1809
"CATSPER1",0
"CATSPER2P1",17.9118
"CATSPER2",29.9274
"CATSPER3",6.2535
"CATSPER4",0
"CATSPERB",0.4467
"CATSPERG",13.4003
"CAT",570.8543
"CAV1",195.1982
"CAV2",159.9107
"CAV3",0
"CBARA1",2154.3272
"CBFA2T2",1053.2663
"CBFA2T3",343.4953
"CBFB",323.3948
"CBLB",109.4361
"CBLC",0.4467
"CBLL1",602.5684
"CBLN1",132.2166
"CBLN2",1820.6588
"CBLN3",69.2351
"CBLN4",692.7973
"CBL",1197.9899
"CBR1",2199.33
"CBR3",125.9631
"CBR4",763.3724
"CBS",1647.7945
"CBWD1",314.0145
"CBWD2",367.6159
"CBWD3",289.0006
"CBWD5",0
"CBWD6",151.8705
"CBX1",2453.6013
"CBX2",42.8811
"CBX3",1684.8688
"CBX4",689.2239
"CBX5",3830.2624
"CBX6",2459.4082
"CBX7",6499.1625
"CBX8",68.7884
"CBY1",274.8811
"CC2D1A",867.4484
"CC2D1B",566.3875
"CC2D2A",349.3021
"CC2D2B",11.6136
"CCAR1",758.0123
"CCBE1",28.1407
"CCBL1",508.3194
"CCBL2",494.9548
"CCBP2",25.4606
"CCDC101",167.9509
"CCDC102A",26.354
"CCDC102B",97.3758
"CCDC103",347.5154
"CCDC104",1584.3663
"CCDC105",0.4467
"CCDC106",771.4126
"CCDC107",299.7655
"CCDC108",25.4606
"CCDC109A",346.1753
"CCDC109B",54.4947
"CCDC110",34.8409
"CCDC111",104.2725
"CCDC112",191.1781
"CCDC113",767.6159
"CCDC114",14.7404
"CCDC115",1273.9252
"CCDC116",3.1267
"CCDC117",370.2959
"CCDC11",23.6739
"CCDC120",206.8118
"CCDC121",80.402
"CCDC122",15.6337
"CCDC123",301.5075
"CCDC124",1123.8414
"CCDC125",115.2429
"CCDC126",205.9185
"CCDC127",381.0162
"CCDC129",1.7867
"CCDC12",389.0564
"CCDC130",382.3562
"CCDC132",1074.2602
"CCDC134",17.4204
"CCDC135",8.0402
"CCDC136",1766.1642
"CCDC137",370.2959
"CCDC138",20.9939
"CCDC13",69.2351
"CCDC140",0
"CCDC141",17.4204
"CCDC142",102.1195
"CCDC144A",43.6896
"CCDC144B",35.7342
"CCDC144C",11.6136
"CCDC144NL",2.2334
"CCDC146",134.8967
"CCDC147",6.2535
"CCDC148",12.507
"CCDC149",772.7527
"CCDC14",553.8805
"CCDC150",7.5935
"CCDC151",86.2088
"CCDC152",79.3881
"CCDC153",1.7867
"CCDC154",20.9939
"CCDC155",0
"CCDC157",56.335
"CCDC158",7.1468
"CCDC159",145.1703
"CCDC15",10.7203
"CCDC160",30.8208
"CCDC163P",24.5673
"CCDC17",4.4668
"CCDC18",10.7203
"CCDC19",3.1267
"CCDC21",332.775
"CCDC22",345.6125
"CCDC23",216.6387
"CCDC24",223.8571
"CCDC25",1633.0542
"CCDC27",0.8934
"CCDC28A",578.4478
"CCDC28B",177.3311
"CCDC30",143.3836
"CCDC33",3.1267
"CCDC34",236.2926
"CCDC36",0.8934
"CCDC37",1.7867
"CCDC38",0
"CCDC39",65.215
"CCDC3",1154.3183
"CCDC40",91.569
"CCDC41",146.957
"CCDC42B",4.7705
"CCDC42",0
"CCDC43",448.0179
"CCDC45",258.1798
"CCDC46",75.4082
"CCDC47",2504.0759
"CCDC48",27.2473
"CCDC50",988.9447
"CCDC51",223.7856
"CCDC52",113.0095
"CCDC53",455.6114
"CCDC54",1.34
"CCDC55",522.6131
"CCDC56",1055.0977
"CCDC57",288.1072
"CCDC58",70.1284
"CCDC59",222.4456
"CCDC60",0.8934
"CCDC61",69.2351
"CCDC62",21.8872
"CCDC63",0
"CCDC64B",11.6136
"CCDC64",501.6192
"CCDC65",46.9012
"CCDC66",188.2434
"CCDC67",2.6801
"CCDC68",146.5103
"CCDC69",330.9883
"CCDC6",2140.9269
"CCDC70",0
"CCDC71",201.005
"CCDC72",1097.0408
"CCDC73",93.9497
"CCDC74A",64.7683
"CCDC74B",117.9229
"CCDC75",142.0436
"CCDC76",107.1491
"CCDC77",67.0017
"CCDC78",89.3356
"CCDC79",0
"CCDC7",31.2674
"CCDC80",735.6784
"CCDC81",5.8068
"CCDC82",650.8096
"CCDC83",0
"CCDC84",83.9754
"CCDC85A",1201.3802
"CCDC85B",733.445
"CCDC85C",974.1597
"CCDC86",364.0156
"CCDC87",36.1809
"CCDC88A",2805.5835
"CCDC88B",174.651
"CCDC88C",217.0854
"CCDC89",17.4204
"CCDC8",86.2088
"CCDC90A",267.56
"CCDC90B",565.8783
"CCDC91",678.5036
"CCDC92",3395.1982
"CCDC93",774.0927
"CCDC94",389.0564
"CCDC96",92.4623
"CCDC97",559.2406
"CCDC99",107.2027
"CCDC9",180.9045
"CCHCR1",261.3065
"CCIN",7.5935
"CCKAR",2.2334
"CCKBR",435.0642
"CCK",3693.579
"CCL11",0.4467
"CCL13",0
"CCL14-CCL15",0
"CCL14",0.8934
"CCL15",0
"CCL16",0
"CCL17",1.34
"CCL18",0
"CCL19",6.2535
"CCL1",1.34
"CCL20",0
"CCL21",0.8934
"CCL22",0.8934
"CCL23",0
"CCL24",0
"CCL25",1.34
"CCL26",0.8934
"CCL27",0
"CCL28",16.5271
"CCL2",93.3557
"CCL3L1",160.0938
"CCL3L3",32.4243
"CCL3",165.2708
"CCL4L2",162.5907
"CCL4",121.0497
"CCL5",62.9816
"CCL7",0
"CCL8",4.4668
"CCM2",1861.7532
"CCNA1",167.9509
"CCNA2",19.292
"CCNB1IP1",476.6052
"CCNB1",150.0838
"CCNB2",1.34
"CCNB3",34.3942
"CCNC",612.3953
"CCND1",284.5918
"CCND2",2861.4182
"CCND3",1766.1642
"CCNDBP1",1035.3992
"CCNE1",76.8286
"CCNE2",75.1491
"CCNF",209.4919
"CCNG1",628.9224
"CCNG2",959.464
"CCNH",647.4863
"CCNI2",30.1016
"CCNI",5298.4925
"CCNJL",41.9877
"CCNJ",96.0357
"CCNK",468.163
"CCNL1",582.0212
"CCNL2",1310.5528
"CCNO",125.9631
"CCNT1",116.1362
"CCNT2",772.7527
"CCNYL1",317.1413
"CCNY",2627.8057
"CCPG1",1651.1267
"CCR10",18.3138
"CCR1",25.9073
"CCR2",2.2334
"CCR3",1.34
"CCR4",0.8934
"CCR5",2.6801
"CCR6",39.0843
"CCR7",12.9537
"CCR8",0
"CCR9",4.0201
"CCRL1",9.3802
"CCRL2",7.5935
"CCRN4L",85.7621
"CCS",366.2758
"CCT2",2236.5159
"CCT3",3805.2485
"CCT4",2757.7889
"CCT5",2101.1725
"CCT6A",2693.0207
"CCT6B",70.5751
"CCT6P1",81.742
"CCT7",4062.9816
"CCT8L2",0
"CCT8",2412.0603
"CD101",23.2272
"CD109",121.3579
"CD14",233.6125
"CD151",587.3814
"CD160",53.1547
"CD163L1",33.0542
"CD163",44.6678
"CD164L2",0.8934
"CD164",1673.7018
"CD177",7.1468
"CD180",12.9537
"CD19",0.4467
"CD1A",0
"CD1B",0
"CD1C",0.4467
"CD1D",20.5472
"CD1E",0.4467
"CD200R1L",0
"CD200R1",9.8269
"CD200",1759.464
"CD207",4.4668
"CD209",3.1267
"CD226",5.8068
"CD22",217.0854
"CD244",11.6136
"CD247",31.2674
"CD248",51.368
"CD24",729.8716
"CD274",19.2071
"CD276",336.7951
"CD27",7.9598
"CD28",7.5935
"CD2AP",149.6371
"CD2BP2",2114.5729
"CD2",7.5935
"CD300A",37.0743
"CD300C",3.5734
"CD300E",0.4467
"CD300LB",1.7867
"CD300LD",0.4467
"CD300LF",8.9336
"CD300LG",12.507
"CD302",307.3143
"CD320",512.3395
"CD33",10.2736
"CD34",426.5773
"CD36",11.6136
"CD37",81.742
"CD38",145.1703
"CD3D",3.5734
"CD3EAP",421.6639
"CD3E",12.9537
"CD3G",0.8934
"CD40LG",2.2334
"CD40",39.3076
"CD44",343.4953
"CD46",1003.2384
"CD47",4895.5891
"CD48",8.9336
"CD4",277.3869
"CD52",33.5008
"CD53",248.7996
"CD55",255.053
"CD58",40.6477
"CD59",6069.0117
"CD5L",0
"CD5",14.2937
"CD63",3031.1558
"CD68",254.1597
"CD69",19.6538
"CD6",55.8347
"CD70",0.4467
"CD72",21.8872
"CD74",1913.1212
"CD79A",6.7002
"CD79B",10.2736
"CD7",6.2535
"CD80",0.4467
"CD81",9000.1117
"CD82",818.7605
"CD83",764.7125
"CD84",20.5472
"CD86",52.708
"CD8A",53.1547
"CD8B",4.9135
"CD93",96.0357
"CD96",4.0201
"CD97",190.7314
"CD99L2",7881.6304
"CD99",763.8191
"CD9",2384.813
"CDADC1",264.4333
"CDAN1",244.3328
"CDA",21.8872
"CDC123",953.5589
"CDC14A",92.4623
"CDC14B",704.8576
"CDC14C",13.847
"CDC16",935.3434
"CDC20B",0
"CDC20",8.9336
"CDC23",469.0117
"CDC25A",36.1809
"CDC25B",909.4361
"CDC25C",4.9179
"CDC26",47.3479
"CDC27",1371.3009
"CDC34",1057.7331
"CDC37L1",520.3797
"CDC37",3328.6432
"CDC40",785.7063
"CDC42BPA",3172.7527
"CDC42BPB",4758.0123
"CDC42BPG",1.7867
"CDC42EP1",890.2289
"CDC42EP2",248.7996
"CDC42EP3",220.6588
"CDC42EP4",3002.1217
"CDC42EP5",4.4668
"CDC42SE1",1287.9732
"CDC42SE2",2454.4947
"CDC42",3144.6119
"CDC45",3.1267
"CDC5L",971.971
"CDC6",51.368
"CDC73",589.1681
"CDC7",228.6991
"CDCA2",1.7867
"CDCA3",43.9933
"CDCA4",31.7141
"CDCA5",152.3171
"CDCA7L",213.4941
"CDCA7",35.2875
"CDCA8",11.6136
"CDCP1",37.9676
"CDCP2",2.6801
"CDH10",929.9832
"CDH11",507.426
"CDH12",139.8102
"CDH13",1576.3261
"CDH15",2.6801
"CDH16",0
"CDH17",0.4467
"CDH18",747.292
"CDH19",27.2473
"CDH1",49.5812
"CDH20",738.3585
"CDH22",913.0095
"CDH23",42.4344
"CDH24",276.0469
"CDH26",8.4869
"CDH2",2026.5773
"CDH3",86.2088
"CDH4",251.4796
"CDH5",294.3607
"CDH6",231.8258
"CDH7",69.2351
"CDH8",698.6041
"CDH9",215.7454
"CDHR1",1146.622
"CDHR2",19.6538
"CDHR3",155.0463
"CDHR4",0.4467
"CDHR5",3.5734
"CDIPT",2119.0396
"CDK10",799.1066
"CDK11A",346.9749
"CDK11B",707.6315
"CDK12",495.8124
"CDK13",613.7353
"CDK14",3335.7901
"CDK15",0.4467
"CDK16",3060.6365
"CDK17",1634.8409
"CDK18",2460.3015
"CDK19",1000.9202
"CDK1",34.3942
"CDK20",732.5516
"CDK2AP1",2779.6762
"CDK2AP2",477.0519
"CDK2",54.048
"CDK3",96.2323
"CDK4",681.6304
"CDK5R1",6332.5516
"CDK5R2",2267.7834
"CDK5RAP1",387.7164
"CDK5RAP2",595.4216
"CDK5RAP3",1677.2753
"CDK5",1151.0888
"CDK6",315.3546
"CDK7",230.9324
"CDK8",165.7175
"CDK9",1217.6438
"CDKAL1",145.617
"CDKL1",119.263
"CDKL2",614.6287
"CDKL3",88.6253
"CDKL4",1.34
"CDKL5",346.1753
"CDKN1A",1326.6332
"CDKN1B",2522.3897
"CDKN1C",360.0223
"CDKN2AIPNL",588.2747
"CDKN2AIP",426.5773
"CDKN2A",47.7945
"CDKN2BAS",4.4668
"CDKN2B",168.3975
"CDKN2C",148.7437
"CDKN2D",1344.947
"CDKN3",43.3277
"CDNF",28.1407
"CDO1",1009.0452
"CDON",230.9324
"CDR1",61.2261
"CDR2L",439.9777
"CDR2",497.1524
"CDRT15P",4.4668
"CDRT15",0
"CDRT1",3.5734
"CDRT4",175.0218
"CDS1",1122.5014
"CDS2",1375.7677
"CDSN",0
"CDT1",53.1547
"CDV3",2031.9375
"CDX1",5.8068
"CDX2",0
"CDX4",0
"CDY1B",0
"CDY1",0
"CDY2B",0
"CDYL2",156.3372
"CDYL",423.0039
"CEACAM16",0.8934
"CEACAM18",0
"CEACAM19",58.0681
"CEACAM1",3.1267
"CEACAM20",0
"CEACAM21",8.4869
"CEACAM22P",0
"CEACAM3",0
"CEACAM4",0.4467
"CEACAM5",1.34
"CEACAM6",1.34
"CEACAM7",0
"CEACAM8",0
"CEBPA",229.1457
"CEBPB",254.1597
"CEBPD",201.8984
"CEBPE",0.4467
"CEBPG",894.249
"CEBPZ",638.7493
"CECR1",315.3546
"CECR2",162.1441
"CECR4",4.4668
"CECR5",500.2792
"CECR6",601.675
"CECR7",48.2412
"CELA1",0
"CELA2A",0
"CELA2B",0
"CELA3A",0.4467
"CELA3B",0.4467
"CELF1",1877.8336
"CELF2",5046.5662
"CELF3",2159.2406
"CELF4",3799.8883
"CELF5",2291.904
"CELF6",572.9939
"CELP",0
"CELSR1",6.2535
"CELSR2",8517.2529
"CELSR3",1395.158
"CEL",18.3138
"CEMP1",246.6332
"CEND1",6335.2317
"CENPA",3.1267
"CENPBD1",360.469
"CENPB",1562.0324
"CENPC1",191.1781
"CENPE",12.9537
"CENPF",68.7884
"CENPH",45.5611
"CENPI",8.0402
"CENPJ",152.3171
"CENPK",3.5734
"CENPL",55.3881
"CENPM",9.3802
"CENPN",181.3914
"CENPO",103.3479
"CENPP",76.2032
"CENPQ",108.096
"CENPT",815.6337
"CENPV",226.019
"CENPW",9.8269
"CEP110",155.4439
"CEP120",371.1893
"CEP135",52.2613
"CEP152",27.694
"CEP164",390.3964
"CEP170L",14.7404
"CEP170",2261.0832
"CEP192",415.4104
"CEP250",911.6695
"CEP290",501.9542
"CEP350",1205.5835
"CEP55",1.7867
"CEP57",530.6533
"CEP63",651.0687
"CEP68",1665.2507
"CEP70",335.0084
"CEP72",84.4221
"CEP76",104.5226
"CEP78",153.2105
"CEP97",299.7208
"CEPT1",425.684
"CER1",0
"CERCAM",2230.2624
"CERKL",62.4009
"CERK",1921.608
"CES1",6.7002
"CES2",1239.9777
"CES3",61.1949
"CES4",0.4467
"CES7",5.8068
"CES8",302.8476
"CETN1",0
"CETN2",998.7716
"CETN3",148.297
"CETN4P",19.2071
"CETP",5.8068
"CFB",69.6817
"CFC1B",19.2071
"CFDP1",1009.4919
"CFD",19.6538
"CFHR1",0.4467
"CFHR2",0
"CFHR3",0
"CFHR4",0
"CFHR5",0
"CFH",221.9989
"CFI",41.541
"CFL1",15029.3691
"CFL2",1754.9972
"CFLAR",172.8643
"CFLP1",4.9135
"CFP",25.4606
"CFTR",5.3601
"CG030",15.6337
"CGA",0
"CGB1",0
"CGB2",0
"CGB5",0
"CGB7",2.2334
"CGB8",0
"CGB",0
"CGGBP1",1821.5522
"CGNL1",677.1636
"CGN",85.3155
"CGREF1",988.2122
"CGRRF1",356.0022
"CH25H",104.5226
"CHAC1",230.4858
"CHAC2",19.6538
"CHADL",418.5371
"CHAD",37.0743
"CHAF1A",262.6466
"CHAF1B",162.1441
"CHAT",0
"CHCHD10",819.2071
"CHCHD1",348.8554
"CHCHD2",3431.3791
"CHCHD3",494.4724
"CHCHD4",293.914
"CHCHD5",159.464
"CHCHD6",460.9715
"CHCHD7",572.1943
"CHCHD8",341.7085
"CHD1L",604.8018
"CHD1",289.0006
"CHD2",2124.3998
"CHD3",5063.9866
"CHD4",3428.0424
"CHD5",5866.22
"CHD6",1708.096
"CHD7",589.6147
"CHD8",1705.8626
"CHD9",1120.268
"CHDH",552.9872
"CHEK1",58.5148
"CHEK2",19.6538
"CHERP",1242.957
"CHFR",304.1876
"CHGA",8607.0352
"CHGB",5365.9408
"CHI3L1",332.3283
"CHI3L2",10.2736
"CHIA",0.4467
"CHIC1",1398.995
"CHIC2",76.8286
"CHID1",1041.206
"CHIT1",23.2272
"CHKA",888.8889
"CHKB-CPT1B",260.7571
"CHKB",167.9062
"CHL1",6865.4383
"CHML",766.0525
"CHMP1A",2134.6734
"CHMP1B",1551.7588
"CHMP2A",1356.1139
"CHMP2B",950.9771
"CHMP4A",575.0575
"CHMP4B",4162.5907
"CHMP4C",3.1267
"CHMP5",1876.1094
"CHMP6",399.33
"CHMP7",1084.9805
"CHM",1021.1055
"CHN1",23324.6231
"CHN2",849.1346
"CHODL",9.3802
"CHORDC1",492.239
"CHP2",3.5734
"CHPF2",805.3601
"CHPF",1375.321
"CHPT1",926.8565
"CHP",2510.3294
"CHRAC1",170.6309
"CHRDL1",1307.426
"CHRDL2",3.1267
"CHRD",962.5907
"CHRFAM7A",188.2881
"CHRM1",2609.4919
"CHRM2",40.201
"CHRM3",327.8615
"CHRM4",208.5985
"CHRM5",10.7203
"CHRNA10",5.3601
"CHRNA1",8.4869
"CHRNA2",195.6449
"CHRNA3",7.1468
"CHRNA4",764.2658
"CHRNA5",17.8671
"CHRNA6",14.2937
"CHRNA7",67.4484
"CHRNA9",0.8934
"CHRNB1",206.4456
"CHRNB2",2002.9034
"CHRNB3",9.8269
"CHRNB4",1.34
"CHRND",0
"CHRNE",6.0748
"CHRNG",0.8934
"CHST10",1241.3177
"CHST11",148.297
"CHST12",181.7979
"CHST13",4.0201
"CHST14",112.1161
"CHST15",1520.0447
"CHST1",2878.8386
"CHST2",755.7789
"CHST3",587.3814
"CHST4",2.2334
"CHST5",51.8548
"CHST6",205.0251
"CHST7",155.4439
"CHST8",163.4841
"CHST9",169.7376
"CHSY1",473.9252
"CHSY3",164.8241
"CHTF18",146.957
"CHTF8",1217.1971
"CHUK",353.3222
"CHURC1",1657.0586
"CIAO1",2441.9877
"CIAPIN1",1014.852
"CIB1",646.3428
"CIB2",261.3065
"CIB3",0
"CIB4",0
"CIC",2429.9274
"CIDEA",56.7281
"CIDEB",135.0843
"CIDECP",276.9269
"CIDEC",3.1401
"CIITA",12.9537
"CILP2",14.7404
"CILP",7.1468
"CINP",517.6996
"CIR1",861.6415
"CIRBP",6852.038
"CIRH1A",767.8392
"CISD1",1126.5215
"CISD2",481.072
"CISD3",635.8906
"CISH",20.9939
"CITED1",100.5025
"CITED2",615.9687
"CITED4",106.756
"CIT",4122.3897
"CIZ1",2113.6795
"CKAP2L",1.7867
"CKAP2",339.0285
"CKAP4",770.5193
"CKAP5",4429.2574
"CKB",23782.0212
"CKLF",102.2892
"CKMT1A",1631.7141
"CKMT1B",1889.8939
"CKMT2",112.1161
"CKM",0.4467
"CKS1B",94.249
"CKS2",58.5148
"CLASP1",3081.6304
"CLASP2",6649.2462
"CLCA1",0
"CLCA2",10.7203
"CLCA3P",0
"CLCA4",75.0419
"CLCC1",793.9654
"CLCF1",6.7002
"CLCN1",0.8934
"CLCN2",202.3451
"CLCN3",2656.3931
"CLCN4",4053.6013
"CLCN5",181.3512
"CLCN6",2511.2228
"CLCN7",2316.9179
"CLCNKA",0.4467
"CLCNKB",2.6801
"CLC",0.4467
"CLDN10",650.6533
"CLDN11",1846.0972
"CLDN12",741.0385
"CLDN14",0
"CLDN15",92.0156
"CLDN16",2.6801
"CLDN17",0
"CLDN18",0
"CLDN19",0
"CLDN1",24.5673
"CLDN20",8.9336
"CLDN22",0
"CLDN23",10.2736
"CLDN25",0
"CLDN2",0.8934
"CLDN3",2.2334
"CLDN4",29.4807
"CLDN5",1341.8202
"CLDN6",4.0201
"CLDN7",0.8934
"CLDN8",0
"CLDN9",37.5209
"CLDND1",6014.0704
"CLDND2",12.9537
"CLEC10A",0.4467
"CLEC11A",80.402
"CLEC12A",1.34
"CLEC12B",2.6801
"CLEC14A",236.7393
"CLEC16A",1366.8342
"CLEC17A",0.8934
"CLEC18A",23.2272
"CLEC18B",13.847
"CLEC18C",1.34
"CLEC1A",20.1005
"CLEC1B",0.8934
"CLEC2A",0
"CLEC2B",13.847
"CLEC2D",134.8967
"CLEC2L",833.9475
"CLEC3A",2.2334
"CLEC3B",249.2462
"CLEC4A",13.4003
"CLEC4C",0
"CLEC4D",1.34
"CLEC4E",24.1206
"CLEC4F",21.4405
"CLEC4GP1",91.1223
"CLEC4G",52.708
"CLEC4M",16.5271
"CLEC5A",2.2334
"CLEC6A",0.4467
"CLEC7A",37.5209
"CLEC9A",16.0804
"CLECL1",0
"CLGN",185.818
"CLIC1",180.0112
"CLIC2",78.1686
"CLIC3",3.5734
"CLIC4",1805.0251
"CLIC5",117.9229
"CLIC6",3.5734
"CLINT1",905.8626
"CLIP1",1981.9095
"CLIP2",5411.0553
"CLIP3",12201.8984
"CLIP4",1255.1647
"CLK1",657.9564
"CLK2P",14.7404
"CLK2",329.6482
"CLK3",456.5047
"CLK4",417.1971
"CLLU1OS",0
"CLLU1",0
"CLMN",813.847
"CLN3",296.1474
"CLN5",341.2619
"CLN6",498.4925
"CLN8",899.1625
"CLNK",0
"CLNS1A",1433.8358
"CLOCK",426.1307
"CLP1",100.9492
"CLPB",450.2513
"CLPP",479.2853
"CLPS",0.4467
"CLPTM1L",1037.6326
"CLPTM1",4533.3333
"CLPX",655.2764
"CLRN1OS",1.34
"CLRN1",0
"CLRN2",0.4467
"CLRN3",4.4668
"CLSPN",29.0341
"CLSTN1",24904.5181
"CLSTN2",899.6092
"CLSTN3",8922.8364
"CLTA",2440.6477
"CLTB",2500.0558
"CLTCL1",153.2105
"CLTC",15982.5796
"CLUAP1",671.6427
"CLUL1",70.5751
"CLU",102910.9994
"CLVS1",439.0486
"CLVS2",243.4394
"CLYBL",107.2027
"CMA1",0
"CMAH",87.9955
"CMAS",1598.2133
"CMBL",722.7247
"CMC1",89.3356
"CMIP",3170.5193
"CMKLR1",157.2306
"CMPK1",2082.8587
"CMPK2",211.2786
"CMTM1",85.3155
"CMTM2",8.0402
"CMTM3",170.6309
"CMTM4",3316.1362
"CMTM5",625.7956
"CMTM6",326.9682
"CMTM7",25.4606
"CMTM8",35.7342
"CMYA5",174.651
"CN5H6.4",21.4405
"CNBD1",0
"CNBP",4701.2842
"CNDP1",1493.6907
"CNDP2",3745.3936
"CNFN",6.7002
"CNGA1",1.7867
"CNGA2",0
"CNGA3",56.2814
"CNGA4",15.187
"CNGB1",146.957
"CNGB3",3.5734
"CNIH2",1196.6499
"CNIH3",531.9933
"CNIH4",480.1787
"CNIH",809.8269
"CNKSR1",28.1407
"CNKSR2",2037.7443
"CNKSR3",125.9631
"CNN1",87.1022
"CNN2",107.6494
"CNN3",2173.0877
"CNNM1",1355.2205
"CNNM2",427.9174
"CNNM3",582.0212
"CNNM4",366.7225
"CNOT10",316.2479
"CNOT1",1897.3222
"CNOT2",753.0988
"CNOT3",648.1295
"CNOT4",565.9408
"CNOT6L",565.0475
"CNOT6",541.3735
"CNOT7",1236.4042
"CNOT8",1248.0179
"CNO",124.1764
"CNPY1",3.5734
"CNPY2",748.1854
"CNPY3",772.306
"CNPY4",147.8504
"CNP",15477.6013
"CNR1",1823.7856
"CNR2",0.4467
"CNRIP1",2604.5784
"CNST",1823.3389
"CNTD1",25.2864
"CNTD2",12.0603
"CNTFR",1336.4601
"CNTF",25.014
"CNTLN",99.6092
"CNTN1",5216.7504
"CNTN2",5925.6281
"CNTN3",521.273
"CNTN4",583.3613
"CNTN5",98.7158
"CNTN6",195.1982
"CNTNAP1",6780.1228
"CNTNAP2",5316.8063
"CNTNAP3",134.45
"CNTNAP4",1759.9107
"CNTNAP5",259.9665
"CNTROB",393.5232
"COASY",1051.0329
"COBLL1",294.3607
"COBL",3916.9179
"COBRA1",1712.1161
"COCH",90.0547
"COG1",1389.4673
"COG2",592.2948
"COG3",527.0798
"COG4",1095.7007
"COG5",737.6795
"COG6",525.7398
"COG7",489.5589
"COG8",498.1887
"COIL",328.7549
"COL10A1",29.0341
"COL11A1",156.7839
"COL11A2",354.6622
"COL12A1",209.0452
"COL13A1",0.4467
"COL14A1",23.2272
"COL15A1",13.847
"COL16A1",794.1932
"COL17A1",14.7404
"COL18A1",446.6778
"COL19A1",58.0681
"COL1A1",43.7744
"COL1A2",167.0575
"COL20A1",71.0218
"COL21A1",29.4807
"COL22A1",22.7806
"COL23A1",162.1441
"COL24A1",56.2814
"COL25A1",87.5489
"COL27A1",59.8548
"COL28A1",14.2937
"COL29A1",0
"COL2A1",3.5734
"COL3A1",41.0944
"COL4A1",115.6896
"COL4A2",323.3948
"COL4A3BP",1690.2289
"COL4A3",24.1206
"COL4A4",39.7543
"COL4A5",1100.6142
"COL4A6",12.507
"COL5A1",71.0218
"COL5A2",686.5438
"COL5A3",1171.1893
"COL6A1",1377.5544
"COL6A2",115.2429
"COL6A3",31.2674
"COL6A4P2",9.8269
"COL6A6",8.0402
"COL7A1",185.3713
"COL8A1",8.9336
"COL8A2",30.8208
"COL9A1",13.847
"COL9A2",810.2736
"COL9A3",326.5215
"COLEC10",1.34
"COLEC11",11.6136
"COLEC12",193.4115
"COLQ",104.7013
"COMMD10",268.0067
"COMMD1",160.3573
"COMMD2",587.828
"COMMD3",383.6337
"COMMD4",567.7275
"COMMD5",427.4394
"COMMD6",533.78
"COMMD7",870.1284
"COMMD8",181.3512
"COMMD9",900.0558
"COMP",0
"COMTD1",55.8347
"COMT",1574.986
"COPA",5191.0307
"COPB1",1212.8867
"COPB2",1567.8392
"COPE",2120.3529
"COPG2",311.3345
"COPG",3205.3601
"COPS2",1221.6639
"COPS3",1212.2836
"COPS4",1320.3797
"COPS5",1234.1709
"COPS6",1856.8398
"COPS7A",3100.8375
"COPS7B",805.8068
"COPS8",1915.7834
"COPZ1",1808.1519
"COPZ2",41.541
"COQ10A",290.3406
"COQ10B",649.4696
"COQ2",69.2351
"COQ3",247.9062
"COQ4",381.4629
"COQ5",392.1831
"COQ6",277.8872
"COQ7",439.9777
"COQ9",887.1022
"CORIN",10.7203
"CORO1A",1274.3719
"CORO1B",658.8498
"CORO1C",2282.5237
"CORO2A",323.8414
"CORO2B",4228.6991
"CORO6",561.0274
"CORO7",1170.3183
"CORT",88.3573
"COTL1",1227.4707
"COX10",264.88
"COX11",1078.66
"COX15",994.22
"COX16",512.7862
"COX17",309.9944
"COX18",319.3747
"COX19",456.0491
"COX4I1",7230.8208
"COX4I2",9.3802
"COX4NB",366.7225
"COX5A",1635.2875
"COX5B",1917.1413
