"Gene","Expression"
"LOC441601",0.8934
"LOC441666",20.1005
"LOC441869",59.8548
"LOC442308",2.6801
"LOC442421",45.5611
"LOC442454",139.3635
"LOC442459",0.8934
"LOC493754",496.7058
"LOC494141",0
"LOC541471",38.861
"LOC541473",1.2998
"LOC550112",170.4389
"LOC550643",268.0067
"LOC554202",29.0341
"LOC55908",2.6801
"LOC572558",0
"LOC595101",150.9771
"LOC606724",28.1407
"LOC613037",4.5248
"LOC619207",37.0743
"LOC641298",86.1686
"LOC641367",2.2334
"LOC642587",0
"LOC642597",53.1547
"LOC642826",45.5165
"LOC642846",38.861
"LOC642852",1219.4305
"LOC642929",0
"LOC643008",53.1547
"LOC643387",33.5008
"LOC643486",0.4467
"LOC643677",2.6801
"LOC643719",23.6739
"LOC643763",2302.1776
"LOC643837",183.1379
"LOC643923",2.6801
"LOC643955",0
"LOC644145",0.4467
"LOC644165",10.2557
"LOC644172",257.2864
"LOC644538",99.6092
"LOC644669",2.6801
"LOC644936",29.4807
"LOC645166",70.1284
"LOC645323",1671.4685
"LOC645332",49.1346
"LOC645431",31.7409
"LOC645676",53.2529
"LOC645752",4.9135
"LOC646214",99.6092
"LOC646471",166.8476
"LOC646498",0
"LOC646627",33.0542
"LOC646762",581.5745
"LOC646813",0
"LOC646851",86.2088
"LOC646982",0.4467
"LOC646999",24.1206
"LOC647121",9.8269
"LOC647288",1.7867
"LOC647309",4.9135
"LOC647859",6.2535
"LOC647946",1.7867
"LOC647979",19066.89
"LOC648691",0
"LOC648740",22.995
"LOC649330",16.9738
"LOC650293",0
"LOC650368",11.6136
"LOC650623",147.4037
"LOC651250",1813.512
"LOC652276",92.4623
"LOC653113",41.9877
"LOC653501",207.2585
"LOC653544",0
"LOC653545",0
"LOC653566",1157.3423
"LOC653653",163.4841
"LOC653786",4.0201
"LOC654342",414.9637
"LOC654433",5.3601
"LOC678655",555.3009
"LOC723809",0
"LOC723972",11.6136
"LOC727677",0
"LOC727896",31.7141
"LOC727924",0.4467
"LOC728024",34.3942
"LOC728190",122.3897
"LOC728264",25.9073
"LOC728276",0
"LOC728323",16.9738
"LOC728392",4959.464
"LOC728410",0
"LOC728554",176.8844
"LOC728606",9.3802
"LOC728613",274.2602
"LOC728640",34.8409
"LOC728643",35.2875
"LOC728723",19.6538
"LOC728743",531.5466
"LOC728758",33.0542
"LOC728819",34.3942
"LOC728855",262.9414
"LOC728875",62.2401
"LOC728989",11.1669
"LOC729020",20.9939
"LOC729082",900.4891
"LOC729121",0
"LOC729156",0
"LOC729176",36.6276
"LOC729234",213.512
"LOC729375",75.4841
"LOC729467",0
"LOC729603",11.6136
"LOC729609",0
"LOC729668",0.8934
"LOC729678",443.1982
"LOC729799",16.5271
"LOC729991-MEF2B",46.2178
"LOC729991",570.4165
"LOC730101",173.311
"LOC730668",0
"LOC730811",15.187
"LOC731779",0.4467
"LOC731789",3.5734
"LOC732275",0
"LOC80054",69.6817
"LOC80154",281.8537
"LOC81691",74.1485
"LOC84740",25.5053
"LOC84856",62.5349
"LOC84931",0
"LOC84989",8.2546
"LOC90110",418.5371
"LOC90246",9.3802
"LOC90586",0.4467
"LOC90784",233.6125
"LOC90834",9.3802
"LOC91149",37.9676
"LOC91316",432.0223
"LOC91450",0.8934
"LOC91948",0.4467
"LOC92249",538.6935
"LOC92659",42.4344
"LOC92973",609.2686
"LOC93432",0
"LOC93622",597.2083
"LOC96610",555.7342
"LOH12CR1",190.7314
"LOH12CR2",121.943
"LOH3CR2A",4.9135
"LONP1",1995.7566
"LONP2",1436.9626
"LONRF1",453.378
"LONRF2",6272.6968
"LONRF3",18.7605
"LOR",2.2334
"LOXHD1",6.7002
"LOXL1",39.3076
"LOXL2",24.1206
"LOXL3",104.2903
"LOXL4",5.3601
"LOX",34.3942
"LPAL2",3.5734
"LPAR1",1002.7917
"LPAR2",100.9492
"LPAR3",2.2334
"LPAR4",14.2937
"LPAR5",67.895
"LPAR6",96.9291
"LPA",5.3601
"LPCAT1",1526.7448
"LPCAT2",196.0916
"LPCAT3",222.8922
"LPCAT4",2072.1385
"LPGAT1",2235.6226
"LPHN1",6537.1301
"LPHN2",1012.6186
"LPHN3",2094.919
"LPIN1",1742.0436
"LPIN2",2564.3774
"LPIN3",55.5712
"LPL",783.0262
"LPO",4.0201
"LPPR1",726.2982
"LPPR2",2165.0475
"LPPR3",305.5276
"LPPR4",1947.962
"LPPR5",400.5941
"LPP",48.2412
"LPXN",132.2166
"LQK1",6.7002
"LRAT",31.7141
"LRBA",442.6577
"LRCH1",243.8861
"LRCH2",276.4936
"LRCH3",189.3914
"LRCH4",540.9269
"LRDD",402.9034
"LRFN1",484.1988
"LRFN2",350.1954
"LRFN3",385.9296
"LRFN4",529.3132
"LRFN5",872.3618
"LRG1",9.8269
"LRGUK",0.4467
"LRIG1",8298.5059
"LRIG2",96.0357
"LRIG3",66.555
"LRIT1",0
"LRIT2",21.4405
"LRIT3",12.0603
"LRMP",241.206
"LRP10",1346.287
"LRP11",1595.962
"LRP12",640.9827
"LRP1B",1328.8666
"LRP1",10864.0983
"LRP2BP",156.7839
"LRP2",342.1552
"LRP3",2400.8353
"LRP4",4997.8783
"LRP5L",23.2272
"LRP5",374.316
"LRP6",592.2948
"LRP8",752.6521
"LRPAP1",2990.9548
"LRPPRC",3889.6706
"LRRC10B",263.0932
"LRRC10",0
"LRRC14B",13.4003
"LRRC14",1073.4249
"LRRC15",1.7867
"LRRC16A",571.3009
"LRRC16B",260.8599
"LRRC17",82.1887
"LRRC18",0
"LRRC19",3.5734
"LRRC1",264.88
"LRRC20",1527.1915
"LRRC23",366.2758
"LRRC24",127.6918
"LRRC25",21.4405
"LRRC26",0.8934
"LRRC27",421.8783
"LRRC28",141.5969
"LRRC29",93.3557
"LRRC2",102.2892
"LRRC30",0
"LRRC31",1.34
"LRRC32",184.4779
"LRRC33",73.7018
"LRRC34",142.9369
"LRRC36",3.5734
"LRRC37A2",127.9866
"LRRC37A3",160.804
"LRRC37A4",315.8012
"LRRC37A",209.9386
"LRRC37B2",488.2189
"LRRC37B",366.2758
"LRRC39",24.6209
"LRRC3B",380.1228
"LRRC3",33.9475
"LRRC40",442.2111
"LRRC41",1415.9687
"LRRC42",227.8057
"LRRC43",57.1748
"LRRC45",221.1055
"LRRC46",10.7203
"LRRC47",1729.9832
"LRRC48",36.1809
"LRRC49",576.6611
"LRRC4B",2913.6795
"LRRC4C",1028.2524
"LRRC4",2249.9162
"LRRC50",54.9414
"LRRC52",0.4467
"LRRC55",320.268
"LRRC56",92.0156
"LRRC57",235.8459
"LRRC58",989.3914
"LRRC59",1254.5036
"LRRC61",161.6974
"LRRC66",25.014
"LRRC67",3.1267
"LRRC69",0
"LRRC6",79.062
"LRRC70",10.7203
"LRRC7",339.0285
"LRRC8A",7069.1234
"LRRC8B",2620.2122
"LRRC8C",433.2775
"LRRC8D",970.1843
"LRRC8E",2.6801
"LRRCC1",238.9726
"LRRFIP1",1036.2926
"LRRFIP2",716.0246
"LRRIQ1",8.4869
"LRRIQ3",6.7002
"LRRIQ4",0.8934
"LRRK1",434.6175
"LRRK2",549.8604
"LRRN1",1335.5667
"LRRN2",1148.8554
"LRRN3",1091.6806
"LRRN4CL",13.4003
"LRRN4",2.2334
"LRRTM1",515.0195
"LRRTM2",1487.8839
"LRRTM3",963.837
"LRRTM4",640.536
"LRSAM1",1169.8492
"LRTM1",0.4467
"LRTM2",1106.421
"LRTOMT",278.1776
"LRWD1",471.6918
"LSAMP",3839.6427
"LSG1",738.8051
"LSM10",417.1971
"LSM11",844.2211
"LSM12",626.2423
"LSM14A",1509.3244
"LSM14B",1759.9107
"LSM1",399.33
"LSM2",283.1937
"LSM3",418.5371
"LSM4",1167.6159
"LSM5",308.6544
"LSM6",113.9028
"LSM7",278.727
"LSMD1",599.8883
"LSP1",92.4623
"LSR",186.2647
"LSS",1803.2384
"LST-3TM12",0
"LST1",41.0944
"LTA4H",775.4327
"LTA",1.7867
"LTB4R2",22.0882
"LTB4R",46.5126
"LTBP1",265.7733
"LTBP2",106.756
"LTBP3",2151.2317
"LTBP4",702.1776
"LTBR",113.0095
"LTB",9.3802
"LTC4S",12.1675
"LTF",3.1267
"LTK",45.5611
"LTV1",330.0949
"LUC7L2",1560.679
"LUC7L3",2300.3908
"LUC7L",963.4841
"LUM",17.8671
"LUZP1",3047.6829
"LUZP2",831.2674
"LUZP4",0
"LUZP6",5651.8146
"LXN",17.4204
"LY6D",11.6136
"LY6E",2786.3763
"LY6G5B",71.3121
"LY6G5C",45.5611
"LY6G6C",1.7867
"LY6G6D",0
"LY6G6E",0.8934
"LY6G6F",0
"LY6H",2087.7722
"LY6K",60.7482
"LY75",68.3417
"LY86",42.4344
"LY96",16.0804
"LY9",0
"LYAR",68.7884
"LYG1",3.1267
"LYG2",0
"LYL1",42.4344
"LYNX1",9765.2708
"LYN",242.0994
"LYPD1",1060.1318
"LYPD2",0
"LYPD3",11.6136
"LYPD4",0
"LYPD5",460.5248
"LYPD6B",36.1809
"LYPD6",254.6064
"LYPLA1",379.2295
"LYPLA2P1",44.6678
"LYPLA2",574.4277
"LYPLAL1",308.6544
"LYRM1",473.0318
"LYRM2",1223.4461
"LYRM4",408.7102
"LYRM5",448.0179
"LYRM7",962.1441
"LYSMD1",354.6622
"LYSMD2",647.6829
"LYSMD3",217.5321
"LYSMD4",340.2032
"LYST",861.1949
"LYVE1",175.9911
"LYZL1",0
"LYZL2",0
"LYZL4",0.4467
"LYZL6",0
"LYZ",58.9615
"LZIC",248.3529
"LZTFL1",1048.7996
"LZTR1",1434.0458
"LZTS1",1745.617
"LZTS2",1289.5589
"M6PR",1750.7493
"MAB21L1",14.7404
"MAB21L2",1.7867
"MACC1",0.8934
"MACF1",7703.8526
"MACROD1",163.0374
"MACROD2",408.7102
"MAD1L1",386.823
"MAD2L1BP",433.7242
"MAD2L1",104.5226
"MAD2L2",257.7331
"MADCAM1",104.0759
"MADD",6022.5572
"MAEA",1394.0815
"MAEL",55.8347
"MAF1",1176.5494
"MAFA",0
"MAFB",483.3054
"MAFF",129.9832
"MAFG",1602.6801
"MAFK",721.7554
"MAF",643.2161
"MAGEA10",0
"MAGEA11",0
"MAGEA12",6.7002
"MAGEA1",0
"MAGEA2",0.4467
"MAGEA3",0
"MAGEA4",0.4467
"MAGEA5",0.4467
"MAGEA6",0
"MAGEA8",0.4467
"MAGEA9B",0
"MAGEB10",0
"MAGEB16",0
"MAGEB18",0
"MAGEB1",0
"MAGEB2",0
"MAGEB3",0
"MAGEB4",0
"MAGEB6",0
"MAGEC1",0
"MAGEC2",0
"MAGEC3",7.5935
"MAGED1",7478.2803
"MAGED2",4914.7962
"MAGED4B",2656.4735
"MAGED4",580.1541
"MAGEE1",2305.3043
"MAGEE2",129.9832
"MAGEF1",1333.3333
"MAGEH1",1890.3406
"MAGEL2",167.5042
"MAGI1",1352.9872
"MAGI2",1964.9358
"MAGI3",945.1703
"MAGIX",89.3356
"MAGOHB",105.8626
"MAGOH",197.8783
"MAGT1",744.1653
"MAG",3831.6025
"MAK16",336.7996
"MAK",2.6801
"MAL2",1670.1284
"MALAT1",945.0944
"MALL",28.5874
"MALT1",170.6309
"MAL",1169.8492
"MAMDC2",35.2429
"MAMDC4",102.7359
"MAML1",497.0452
"MAML2",289.4472
"MAML3",111.6695
"MAMLD1",557.4539
"MAMSTR",90.2289
"MAN1A1",330.5416
"MAN1A2",637.4093
"MAN1B1",1521.3847
"MAN1C1",988.0514
"MAN2A1",301.5075
"MAN2A2",3962.4791
"MAN2B1",263.9866
"MAN2B2",1535.2317
"MAN2C1",1283.3054
"MANBAL",1377.1078
"MANBA",298.8275
"MANEAL",800.8934
"MANEA",187.158
"MANF",278.727
"MANSC1",622.2222
"MAOA",1078.2803
"MAOB",1928.7549
"MAP1A",40048.6879
"MAP1B",37474.9302
"MAP1D",69.2351
"MAP1LC3A",1424.4556
"MAP1LC3B2",550.3071
"MAP1LC3B",4632.4958
"MAP1LC3C",0.8934
"MAP1S",1788.0514
"MAP2K1",4859.6092
"MAP2K2",2471.0218
"MAP2K3",245.6728
"MAP2K4",3247.7945
"MAP2K5",601.675
"MAP2K6",88.8889
"MAP2K7",874.1485
"MAP2",23737.8001
"MAP3K10",2295.4774
"MAP3K11",717.8113
"MAP3K12",1209.8582
"MAP3K13",72.5494
"MAP3K14",222.8922
"MAP3K15",2.5059
"MAP3K1",151.4238
"MAP3K2",167.0575
"MAP3K3",485.1011
"MAP3K4",558.3473
"MAP3K5",1323.5064
"MAP3K6",208.5985
"MAP3K7",607.4819
"MAP3K8",62.0882
"MAP3K9",576.2144
"MAP4K1",20.1005
"MAP4K2",636.0692
"MAP4K3",876.8286
"MAP4K4",4545.8403
"MAP4K5",753.0988
"MAP4",10550.0838
"MAP6D1",1398.1016
"MAP6",2182.0212
"MAP7D1",4729.4249
"MAP7D2",2426.8007
"MAP7D3",35.2875
"MAP7",1501.2842
"MAP9",1493.244
"MAPK10",4531.9933
"MAPK11",1363.2607
"MAPK12",752.3305
"MAPK13",232.2725
"MAPK14",917.9229
"MAPK15",16.0804
"MAPK1IP1L",1288.2189
"MAPK1",8502.5126
"MAPK3",3842.7694
"MAPK4",2641.206
"MAPK6",1532.105
"MAPK7",200.804
"MAPK8IP1",6247.6829
"MAPK8IP2",6382.5796
"MAPK8IP3",9189.0564
"MAPK8",419.8772
"MAPK9",4774.0927
"MAPKAP1",1749.6371
"MAPKAPK2",769.6259
"MAPKAPK3",443.5511
"MAPKAPK5",334.4009
"MAPKBP1",1190.3964
"MAPKSP1",1310.5528
"MAPRE1",1482.0771
"MAPRE2",4934.0034
"MAPRE3",4557.4539
"MAPT",15734.2267
"MARCH10",11.8236
"MARCH11",36.6276
"MARCH1",173.311
"MARCH2",1363.7074
"MARCH3",99.6092
"MARCH4",400.67
"MARCH5",830.3741
"MARCH6",2479.9553
"MARCH7",1070.2401
"MARCH8",304.6343
"MARCH9",424.7906
"MARCKSL1",5327.5265
"MARCKS",5762.5907
"MARCO",0.8934
"MARK1",965.7175
"MARK2",1356.5606
"MARK3",1424.0089
"MARK4",1442.3227
"MARS2",138.9168
"MARS",2251.1893
"MARVELD1",105.4338
"MARVELD2",21.4405
"MARVELD3",32.813
"MAS1L",0
"MAS1",10.2736
"MASP1",1032.2725
"MASP2",41.541
"MAST1",2264.6566
"MAST2",1197.0966
"MAST3",5326.6332
"MAST4",809.3802
"MASTL",191.6248
"MAT1A",3.1267
"MAT2A",4829.0341
"MAT2B",1751.4238
"MATK",1143.4953
"MATN1",8.4109
"MATN2",403.3501
"MATN3",58.0681
"MATN4",0.8934
"MATR3",12399.2183
"MAVS",1235.5109
"MAX",1101.9542
"MAZ",3085.5299
"MBD1",1260.9715
"MBD2",396.6499
"MBD3L1",0
"MBD3L2",0
"MBD3L5",0
"MBD3",2057.8448
"MBD4",541.8202
"MBD5",422.1106
"MBD6",460.5248
"MBIP",412.7303
"MBL1P",8.4869
"MBL2",0
"MBLAC1",86.2088
"MBLAC2",417.6438
"MBNL1",1809.0899
"MBNL2",3089.6706
"MBNL3",8.4869
"MBOAT1",8.0402
"MBOAT2",750.4188
"MBOAT4",3.5734
"MBOAT7",1923.8414
"MBP",63401.8984
"MBTD1",355.1089
"MBTPS1",1885.4271
"MBTPS2",672.1072
"MB",14.2937
"MC1R",109.6505
"MC2R",0
"MC3R",0.8934
"MC4R",27.694
"MC5R",4.4668
"MCAM",887.5489
"MCART1",159.9107
"MCART2",5.3601
"MCART3P",0.8934
"MCART6",139.3635
"MCAT",313.5678
"MCCC1",586.9347
"MCCC2",817.8671
"MCCD1",0
"MCC",547.1803
"MCEE",87.9955
"MCF2L2",1312.3171
"MCF2L",3346.5103
"MCF2",480.1787
"MCFD2",2546.5103
"MCHR1",497.3222
"MCHR2",192.5181
"MCL1",2577.7778
"MCM10",2.2334
"MCM2",235.3992
"MCM3APAS",38.2178
"MCM3AP",1721.2462
"MCM3",499.8325
"MCM4",874.1485
"MCM5",199.665
"MCM6",507.426
"MCM7",763.904
"MCM8",40.6477
"MCM9",15.187
"MCOLN1",617.3088
"MCOLN2",3.5734
"MCOLN3",4.0201
"MCPH1",382.8074
"MCRS1",1041.6527
"MCTP1",582.0212
"MCTP2",53.6013
"MCTS1",879.5087
"MDC1",698.1575
"MDFIC",168.8442
"MDFI",146.0637
"MDGA1",556.5606
"MDGA2",190.2848
"MDH1B",92.909
"MDH1",12301.0609
"MDH2",3447.0128
"MDK",263.9866
"MDM1",293.4673
"MDM2",1003.6851
"MDM4",430.1508
"MDN1",1661.6415
"MDP1",197.9274
"MDS2",0.8934
"ME1",1092.574
"ME2",825.014
"ME3",862.0882
"MEA1",1089.0006
"MEAF6",1730.8766
"MECOM",96.4824
"MECP2",2650.1396
"MECR",612.842
"MED10",607.4819
"MED11",160.3573
"MED12L",228.6991
"MED12",717.3646
"MED13L",1659.4082
"MED13",1117.1413
"MED14",685.6505
"MED15",1543.2719
"MED16",1172.5293
"MED17",348.4087
"MED18",167.5042
"MED19",307.761
"MED1",810.2736
"MED20",186.2647
"MED21",495.8124
"MED22",737.0184
"MED23",359.5757
"MED24",1734.0034
"MED25",787.9397
"MED26",177.3311
"MED27",259.9665
"MED28",268.4534
"MED29",3194.1932
"MED30",67.4484
"MED31",207.2094
"MED4",628.4757
"MED6",354.2155
"MED7",170.1843
"MED8",419.4305
"MED9",730.7649
"MEF2A",2425.1792
"MEF2B",5.0073
"MEF2C",8899.6092
"MEF2D",4027.2473
"MEFV",11.1669
"MEG3",2633.1658
"MEG8",0.4467
"MEGF10",892.909
"MEGF11",414.517
"MEGF6",123.2831
"MEGF8",6383.4729
"MEGF9",2443.7744
"MEI1",26.354
"MEIG1",4.4668
"MEIS1",162.1441
"MEIS2",635.1759
"MEIS3P1",181.7979
"MEIS3",949.1904
"MELK",2.6801
"MEMO1",224.0045
"MEN1",691.4573
"MEOX1",0
"MEOX2",6.2535
"MEP1A",0.4467
"MEP1B",0.8934
"MEPCE",1167.6159
"MEPE",286.3205
"MERTK",683.4171
"MESDC1",226.019
"MESDC2",900.0558
"MESP1",105.416
"MESP2",17.8671
"MESTIT1",38.861
"MEST",481.072
"METAP1",607.0352
"METAP2",1369.9609
"METRNL",140.2568
"METRN",1128.7549
"METT10D",526.6332
"METT11D1",385.483
"METT5D1",270.6868
"METTL10",305.0586
"METTL11A",431.4238
"METTL11B",0
"METTL12",57.7331
"METTL13",890.6756
"METTL14",186.2647
"METTL1",89.3356
"METTL2A",286.7672
"METTL2B",279.1736
"METTL3",499.4216
"METTL4",156.3372
"METTL5",410.5952
"METTL6",375.2094
"METTL7A",3968.7326
"METTL7B",41.0944
"METTL8",308.6544
"METTL9",1951.0888
"MET",454.718
"MEX3A",184.4779
"MEX3B",129.0899
"MEX3C",489.1122
"MEX3D",121.943
"MFAP1",694.1374
"MFAP2",4.9135
"MFAP3L",1131.435
"MFAP3",489.1122
"MFAP4",104.9693
"MFAP5",3.5734
"MFF",2042.6577
"MFGE8",2293.6907
"MFHAS1",374.7627
"MFI2",83.9754
"MFN1",450.6979
"MFN2",4562.8141
"MFNG",73.2552
"MFRP",538.6935
"MFSD10",523.5064
"MFSD11",357.9855
"MFSD1",525.2931
"MFSD2A",752.6521
"MFSD2B",9.3802
"MFSD3",380.1228
"MFSD4",3490.7873
"MFSD5",457.3981
"MFSD6L",0
"MFSD6",3391.1781
"MFSD7",67.7566
"MFSD8",310.8878
"MFSD9",72.3618
"MGAM",10.2736
"MGAT1",1281.072
"MGAT2",284.0871
"MGAT3",3280.402
"MGAT4A",1046.1195
"MGAT4B",838.4143
"MGAT4C",120.1563
"MGAT5B",3102.1776
"MGAT5",433.7242
"MGA",578.4478
"MGC12916",5.3601
"MGC12982",1.7867
"MGC14436",0.8934
"MGC15885",0
"MGC16025",17.8671
"MGC16121",11.1669
"MGC16142",13.847
"MGC16275",248.7996
"MGC16384",3.5734
"MGC16703",26.5684
"MGC21881",137.1301
"MGC23270",9.8269
"MGC23284",191.1781
"MGC26647",0
"MGC27382",0
"MGC2752",979.1178
"MGC2889",17.4204
"MGC29506",0
"MGC34034",0
"MGC3771",21.9676
"MGC42105",469.0117
"MGC4473",0
"MGC45800",14.2937
"MGC57346",206.3205
"MGC70857",199.2183
"MGC72080",24.6521
"MGC87042",20.1005
"MGEA5",5752.3171
"MGLL",5849.2462
"MGMT",123.2831
"MGP",99.1625
"MGRN1",2662.6466
"MGST1",888.8889
"MGST2",159.464
"MGST3",2185.5946
"MIA2",0
"MIA3",1996.2032
"MIAT",5393.014
"MIA",0
"MIB1",1475.3769
"MIB2",1023.7856
"MICAL1",699.4975
"MICAL2",4233.1658
"MICAL3",2542.0436
"MICALCL",1.7867
"MICALL1",322.5014
"MICALL2",327.4149
"MICA",82.1887
"MICB",13.4003
"MID1IP1",1632.6075
"MID1",332.3283
"MID2",491.7923
"MIDN",932.6633
"MIER1",500.7259
"MIER2",396.2032
"MIER3",352.4288
"MIF4GD",230.124
"MIF",2193.0676
"MIIP",369.4026
"MIMT1",21.8872
"MINA",511.0084
"MINK1",5075.0999
"MINPP1",272.0268
"MIOS",403.7968
"MIOX",0
"MIPEP",168.8442
"MIPOL1",41.541
"MIP",2.2334
"MIR155HG",2.6801
"MIR17HG",4.4668
"MIS12",277.3869
"MITD1",116.1362
"MITF",158.5706
"MIXL1",0
"MKI67IP",463.1692
"MKI67",25.014
"MKKS",1661.1949
"MKL1",1416.4154
"MKL2",4619.5422
"MKLN1",2037.7443
"MKNK1",390.3964
"MKNK2",1085.8738
"MKRN1",2264.6566
"MKRN2",1011.2786
"MKRN3",87.1022
"MKS1",171.971
"MKX",171.971
"MLANA",0
"MLC1",9472.2501
"MLEC",2865.4383
"MLF1IP",20.3506
"MLF1",282.7471
"MLF2",6840.871
"MLH1",542.2669
"MLH3",402.4567
"MLKL",21.8872
"MLL2",2166.3741
"MLL3",1999.7767
"MLL4",817.4204
"MLL5",1496.0893
"MLLT10",431.9375
"MLLT11",6550.5304
"MLLT1",2201.675
"MLLT3",472.5851
"MLLT4",1321.273
"MLLT6",4541.3735
"MLL",2793.0765
"MLNR",0.4467
"MLN",0
"MLPH",22.3339
"MLST8",1282.8275
"MLXIPL",331.8816
"MLXIP",486.8788
"MLX",491.5824
"MLYCD",177.7778
"MMAA",144.7236
"MMAB",709.3244
"MMACHC",171.5243
"MMADHC",822.7806
"MMD2",656.1697
"MMD",1189.0564
"MMEL1",0.4824
"MME",37.0743
"MMGT1",770.9659
"MMP10",0
"MMP11",10.7203
"MMP12",0
"MMP13",0
"MMP14",203.6851
"MMP15",456.9514
"MMP16",207.7052
"MMP17",732.105
"MMP19",190.7314
"MMP1",0
"MMP20",0
"MMP21",0.8934
"MMP23A",0
"MMP23B",13.4003
"MMP24",1097.4874
"MMP25",50.0815
"MMP26",0.4467
"MMP27",0
"MMP28",334.115
"MMP2",148.297
"MMP3",0
"MMP7",0
"MMP8",0.8934
"MMP9",4.9135
"MMRN1",20.5472
"MMRN2",235.3992
"MMS19",1350.7538
"MN1",510.9994
"MNAT1",124.1764
"MND1",1.34
"MNDA",85.7621
"MNS1",52.708
"MNT",1214.0704
"MNX1",1.34
"MOAP1",6816.3037
"MOB2",685.2038
"MOBKL1A",629.8157
"MOBKL1B",155.8906
"MOBKL2A",548.9671
"MOBKL2B",934.45
"MOBKL2C",145.617
"MOBKL3",1114.9079
"MOBP",2970.8543
"MOCOS",2.2334
"MOCS1",682.3987
"MOCS2",1357.0073
"MOCS3",219.3188
"MOGAT1",0.8934
"MOGAT2",0.4467
"MOGAT3",0
"MOGS",606.5885
"MOG",2462.0882
"MON1A",527.5265
"MON1B",633.8358
"MON2",1133.2217
"MORC1",0.8934
"MORC2",474.8185
"MORC3",691.4573
"MORC4",95.5891
"MORF4L1",5674.5952
"MORF4L2",6182.0212
"MORF4",6.7002
"MORN1",131.3233
"MORN2",284.9805
"MORN3",45.5611
"MORN4",939.8102
"MORN5",9.8269
"MOSC1",309.1011
"MOSC2",254.6064
"MOSPD1",135.3434
"MOSPD2",238.9726
"MOSPD3",208.5985
"MOS",0.4467
"MOV10L1",15.6337
"MOV10",159.9107
"MOXD1",206.3652
"MPDU1",799.1156
"MPDZ",1586.153
"MPEG1",67.895
"MPG",526.1865
"MPHOSPH10",602.1217
"MPHOSPH6",292.1273
"MPHOSPH8",1576.7728
"MPHOSPH9",115.6896
"MPI",1156.0022
"MPL",25.4606
"MPND",514.1262
"MPO",56.2814
"MPP1",1542.3786
"MPP2",1947.5154
"MPP3",103.6293
"MPP4",3.5734
"MPP5",1173.8693
"MPP6",130.4299
"MPP7",276.0469
"MPPE1",717.3646
"MPPED1",2025.2507
"MPPED2",349.3021
"MPRIP",5333.78
"MPST",350.6421
"MPV17L2",159.0173
"MPV17L",66.555
"MPV17",761.5857
"MPZL1",854.4947
"MPZL2",9.3802
"MPZL3",0.8934
"MPZ",18.7605
"MR1",46.9012
"MRAP2",708.431
"MRAP",0.7683
"MRAS",3696.7058
"MRC1",96.4824
"MRC2",318.0346
"MRE11A",184.9246
"MREG",212.172
"MRFAP1L1",2266.89
"MRFAP1",10481.2954
"MRGPRD",0
"MRGPRE",3.5734
"MRGPRF",29.0341
"MRGPRG",0
"MRGPRX1",0
"MRGPRX2",0
"MRGPRX3",0
"MRGPRX4",0
"MRI1",223.3389
"MRM1",95.5891
"MRO",2698.3808
"MRP63",829.9274
"MRPL10",939.3635
"MRPL11",318.4813
"MRPL12",711.5578
"MRPL13",248.3529
"MRPL14",355.5556
"MRPL15",872.8085
"MRPL16",592.7415
"MRPL17",448.0179
"MRPL18",688.7772
"MRPL19",893.8023
"MRPL1",396.2032
"MRPL20",909.4003
"MRPL21",640.9827
"MRPL22",223.3389
"MRPL23",270.6868
"MRPL24",707.9844
"MRPL27",646.7895
"MRPL28",1422.2222
"MRPL2",556.1139
"MRPL30",664.3171
"MRPL32",501.1725
"MRPL33",418.5371
"MRPL34",594.9749
"MRPL35",1387.3814
"MRPL36",226.019
"MRPL37",902.7359
"MRPL38",951.9687
"MRPL39",243.8861
"MRPL3",954.1039
"MRPL40",442.2111
"MRPL41",793.7465
"MRPL42P5",12.1005
"MRPL42",243.4394
"MRPL43",939.9174
"MRPL44",552.5405
"MRPL45",604.8018
"MRPL46",437.2976
"MRPL47",439.9777
"MRPL48",318.4813
"MRPL49",961.2507
"MRPL4",836.6276
"MRPL50",310.8878
"MRPL51",836.6276
"MRPL52",427.9174
"MRPL53",301.6773
"MRPL54",452.9313
"MRPL55",576.2144
"MRPL9",652.4623
"MRPS10",695.4774
"MRPS11",602.5684
"MRPS12",343.5176
"MRPS14",302.4009
"MRPS15",490.4523
"MRPS16",1348.0737
"MRPS17",195.828
"MRPS18A",545.8403
"MRPS18B",902.2892
"MRPS18C",334.1954
"MRPS21",1206.0302
"MRPS22",464.9916
"MRPS23",675.8236
"MRPS24",789.2797
"MRPS25",1294.2044
"MRPS26",875.4886
"MRPS27",1417.3088
"MRPS28",343.7856
"MRPS2",757.5388
"MRPS30",350.1954
"MRPS31",297.0408
"MRPS33",509.6594
"MRPS34",753.0988
"MRPS35",827.2473
"MRPS36",396.2032
"MRPS5",713.3445
"MRPS6",541.9453
"MRPS7",1096.5092
"MRPS9",470.3518
"MRRF",187.6047
"MRS2P2",2.6801
"MRS2",580.6812
"MRTO4",821.4405
"MRVI1",1881.8537
"MS4A10",0
"MS4A12",0
"MS4A13",0
"MS4A14",11.6136
"MS4A15",0.8934
"MS4A1",7.1468
"MS4A2",0
"MS4A3",0.8934
"MS4A4A",21.8872
"MS4A5",0
"MS4A6A",13.847
"MS4A6E",0
"MS4A7",56.2814
"MS4A8B",2.2334
"MSC",105.7644
"MSGN1",0
