"Gene","Expression"
"FAM127A",3326.1795
"FAM127B",402.3782
"FAM127C",480.2455
"FAM128A",261.2198
"FAM128B",874.9521
"FAM129A",103.1837
"FAM129B",1166.0913
"FAM129C",10.3567
"FAM131A",611.0472
"FAM131B",2395.4737
"FAM131C",81.7031
"FAM132A",1.5343
"FAM133A",205.6003
"FAM133B",145.3778
"FAM134A",4543.153
"FAM134B",1254.3153
"FAM134C",1263.9049
"FAM135A",548.5232
"FAM135B",284.6183
"FAM136A",365.5543
"FAM136B",0
"FAM138B",0.3836
"FAM138D",0
"FAM138E",0.3836
"FAM138F",1.1507
"FAM13AOS",77.8136
"FAM13A",843.552
"FAM13B",632.1442
"FAM13C",863.0418
"FAM149A",271.5765
"FAM149B1",703.8742
"FAM150A",0.3836
"FAM150B",21.8642
"FAM151A",0
"FAM151B",14.5761
"FAM153A",2.6851
"FAM153B",1.1507
"FAM153C",0
"FAM154A",0.3836
"FAM154B",29.5359
"FAM155A",1186.4212
"FAM155B",244.7257
"FAM156A",1303.0303
"FAM157A",1.1507
"FAM157B",0
"FAM158A",74.415
"FAM159A",3.4522
"FAM160A1",0
"FAM160A2",570.771
"FAM160B1",603.7591
"FAM160B2",1367.0886
"FAM161A",246.2601
"FAM161B",230.1496
"FAM162A",499.041
"FAM162B",9.9731
"FAM163A",1.9179
"FAM163B",15.3433
"FAM164A",416.5708
"FAM164C",29.9194
"FAM165B",538.1665
"FAM166A",3.8358
"FAM166B",8.0552
"FAM167A",1230.1496
"FAM167B",8.0552
"FAM168A",578.8262
"FAM168B",4648.6383
"FAM169A",1201.3809
"FAM169B",0
"FAM170A",0
"FAM170B",0.7672
"FAM171A1",3444.5723
"FAM171A2",563.8665
"FAM171B",2752.5892
"FAM172A",789.7967
"FAM173A",139.6241
"FAM173B",311.4691
"FAM174A",280.3989
"FAM174B",187.5719
"FAM175A",185.0518
"FAM175B",336.402
"FAM176A",46.7971
"FAM176B",37.6908
"FAM177A1",1170.3107
"FAM177B",0.3836
"FAM178A",1965.8611
"FAM178B",106.636
"FAM179A",177.2152
"FAM179B",609.8964
"FAM180A",0.3836
"FAM180B",3.8358
"FAM181A",70.1956
"FAM181B",2108.5539
"FAM182A",69.4285
"FAM182B",273.4944
"FAM183A",0
"FAM183B",0
"FAM184A",216.7242
"FAM184B",47.242
"FAM185A",87.0733
"FAM186A",6.5209
"FAM186B",4.2194
"FAM187B",1.9179
"FAM188A",753.7399
"FAM188B",52.5508
"FAM189A1",53.7016
"FAM189A2",793.2489
"FAM189B",583.4292
"FAM18A",110.8324
"FAM18B2",176.448
"FAM18B",392.0215
"FAM190A",11.1239
"FAM190B",3204.066
"FAM192A",3140.7748
"FAM193A",1128.8838
"FAM193B",1418.4887
"FAM194A",0
"FAM194B",0.3836
"FAM195A",181.8182
"FAM195B",2394.7066
"FAM196A",211.7376
"FAM196B",158.4196
"FAM197Y2",0
"FAM198A",324.5109
"FAM198B",1084.0046
"FAM199X",505.1784
"FAM19A1",58.6881
"FAM19A2",219.4093
"FAM19A3",0.3836
"FAM19A4",59.8389
"FAM19A5",2122.7465
"FAM200A",273.1109
"FAM200B",716.1488
"FAM20A",8.8224
"FAM20B",961.6417
"FAM20C",698.8876
"FAM21A",619.1024
"FAM21B",502.8769
"FAM21C",1247.0272
"FAM22A",90.9091
"FAM22D",237.499
"FAM22F",5.7537
"FAM22G",4.2194
"FAM23A",2.6851
"FAM24A",0
"FAM24B",10.8209
"FAM25A",0
"FAM25B",0
"FAM26D",0
"FAM26E",39.509
"FAM26F",8.0552
"FAM27A",10.7403
"FAM27B",0
"FAM27C",11.5075
"FAM27L",0
"FAM32A",1432.6812
"FAM35A",452.6275
"FAM35B2",62.1404
"FAM35B",168.0092
"FAM36A",2119.4246
"FAM38A",877.1001
"FAM38B",456.847
"FAM3A",903.7208
"FAM3B",3.8358
"FAM3C",1194.86
"FAM3D",0.7672
"FAM40A",697.3533
"FAM40B",271.5765
"FAM41AY1",0
"FAM41C",9.9731
"FAM43A",121.9793
"FAM43B",52.9344
"FAM45A",478.3276
"FAM45B",217.1078
"FAM46A",150.3644
"FAM46B",8.8224
"FAM46C",19.1791
"FAM46D",0.7672
"FAM47A",0
"FAM47B",0
"FAM47C",0
"FAM47E",256.2294
"FAM48A",927.3725
"FAM48B1",0.3836
"FAM48B2",0.7672
"FAM49A",256.6168
"FAM49B",1261.987
"FAM50A",1127.3494
"FAM50B",126.9659
"FAM53A",28.3851
"FAM53B",1703.8857
"FAM53C",1112.7733
"FAM54A",9.5896
"FAM54B",773.0533
"FAM55A",0
"FAM55B",0.3836
"FAM55C",1509.0142
"FAM55D",0.3836
"FAM57A",501.3425
"FAM57B",815.3203
"FAM58A",211.354
"FAM58B",0
"FAM59A",171.845
"FAM5B",906.4058
"FAM5C",1249.3287
"FAM60A",583.4292
"FAM63A",1128.8838
"FAM63B",226.6974
"FAM64A",26.0836
"FAM65A",1391.2543
"FAM65B",138.8569
"FAM65C",50.2493
"FAM66A",11.1239
"FAM66C",171.845
"FAM66D",28.0706
"FAM66E",6.5209
"FAM69A",724.9712
"FAM69B",644.6452
"FAM69C",1785.9609
"FAM70A",281.1661
"FAM70B",13.4254
"FAM71A",0.7672
"FAM71B",0
"FAM71C",0
"FAM71D",15.3433
"FAM71E1",20.7288
"FAM71E2",0
"FAM71F1",2.3015
"FAM71F2",17.6448
"FAM72A",8.4388
"FAM72B",36.8239
"FAM72D",13.809
"FAM73A",652.8577
"FAM73B",703.107
"FAM74A1",0
"FAM74A3",0
"FAM74A4",0
"FAM75A2",0
"FAM75A3",0
"FAM75A5",0
"FAM75A6",0.3836
"FAM75C1",0.3836
"FAM76A",198.3122
"FAM76B",535.4814
"FAM78A",216.3406
"FAM78B",18.7956
"FAM7A2",1.9179
"FAM7A3",9.9731
"FAM81A",615.2666
"FAM81B",1.1507
"FAM82A1",53.318
"FAM82A2",1759.1101
"FAM82B",898.7342
"FAM83A",0
"FAM83B",0
"FAM83C",0.3836
"FAM83D",16.4941
"FAM83E",0.7672
"FAM83F",0
"FAM83G",0.3836
"FAM83H",69.0449
"FAM84A",513.6172
"FAM84B",2270.8094
"FAM86A",305.5658
"FAM86B1",113.1569
"FAM86B2",7.6717
"FAM86C",53.318
"FAM86D",53.7016
"FAM89A",159.5704
"FAM89B",832.758
"FAM8A1",1333.7169
"FAM90A1",29.1523
"FAM90A7",0.7672
"FAM91A1",757.5758
"FAM92A1",148.0629
"FAM92A3",0
"FAM92B",0
"FAM95B1",101.6494
"FAM96A",602.2248
"FAM96B",866.8968
"FAM98A",1062.524
"FAM98B",461.8335
"FAM98C",176.0644
"FAM99A",0
"FAM99B",0
"FAM9A",0
"FAM9B",0
"FAM9C",0
"FANCA",53.0993
"FANCB",10.7403
"FANCC",163.0226
"FANCD2",85.5389
"FANCE",166.4749
"FANCF",276.1795
"FANCG",293.4407
"FANCI",310.3452
"FANCL",507.733
"FANCM",108.9375
"FANK1",18.7956
"FAP",9.5896
"FAR1",2553.5098
"FAR2",42.5777
"FARP1",1285.7691
"FARP2",393.9394
"FARS2",139.6241
"FARSA",1345.9916
"FARSB",952.0522
"FASLG",0
"FASN",8416.5708
"FASTKD1",389.3364
"FASTKD2",694.6682
"FASTKD3",165.3241
"FASTKD5",318.3736
"FASTK",1305.7154
"FAS",183.3525
"FAT1",2052.1672
"FAT2",12.2746
"FAT3",1252.781
"FAT4",227.4645
"FATE1",0
"FAU",5078.2509
"FBF1",273.0648
"FBLIM1",57.1538
"FBLL1",416.9544
"FBLN1",443.4216
"FBLN2",113.5405
"FBLN5",214.8063
"FBLN7",10.7403
"FBL",908.3237
"FBN1",583.8128
"FBN2",106.636
"FBN3",109.3211
"FBP1",17.2612
"FBP2",0
"FBRSL1",794.7833
"FBRS",1386.6513
"FBXL12",264.2885
"FBXL13",6.5209
"FBXL14",899.8849
"FBXL15",263.9049
"FBXL16",1864.2117
"FBXL17",1054.8523
"FBXL18",504.4112
"FBXL19",821.2505
"FBXL20",139.6241
"FBXL21",1.5343
"FBXL22",34.5224
"FBXL2",97.0464
"FBXL3",1433.0648
"FBXL4",195.6272
"FBXL5",2817.4147
"FBXL6",366.7817
"FBXL7",917.1461
"FBXL8",20.1611
"FBXO10",618.738
"FBXO11",1942.079
"FBXO15",72.4971
"FBXO16",20.748
"FBXO17",43.3448
"FBXO18",1196.0107
"FBXO21",2103.9509
"FBXO22OS",9.509
"FBXO22",339.5512
"FBXO24",19.5359
"FBXO25",270.0422
"FBXO27",103.5673
"FBXO28",1045.2628
"FBXO2",1261.6034
"FBXO30",571.1546
"FBXO31",662.4473
"FBXO32",307.6333
"FBXO33",357.499
"FBXO34",524.7411
"FBXO36",238.2048
"FBXO38",840.4296
"FBXO39",0
"FBXO3",975.8343
"FBXO40",0.7672
"FBXO41",747.219
"FBXO42",278.8646
"FBXO43",8.0552
"FBXO44",802.4549
"FBXO45",831.9908
"FBXO46",211.7376
"FBXO47",0.3836
"FBXO48",24.9329
"FBXO4",126.9659
"FBXO5",141.9256
"FBXO6",120.8285
"FBXO7",2466.4365
"FBXO8",503.786
"FBXO9",739.931
"FBXW10",2.3015
"FBXW11",2769.4668
"FBXW12",0.7672
"FBXW2",1129.2674
"FBXW4",1906.0222
"FBXW5",1391.6379
"FBXW7",608.7457
"FBXW8",478.7112
"FBXW9",139.4054
"FCAMR",0.3836
"FCAR",6.1373
"FCER1A",0.3836
"FCER1G",174.9137
"FCER2",1.1507
"FCF1",733.0265
"FCGBP",256.6168
"FCGR1A",157.5949
"FCGR1B",219.0257
"FCGR1C",67.5105
"FCGR2A",208.669
"FCGR2B",6.9045
"FCGR2C",3.4522
"FCGR3A",416.1872
"FCGR3B",3.8358
"FCGRT",1346.3751
"FCHO1",611.4308
"FCHO2",666.2831
"FCHSD1",121.7913
"FCHSD2",3413.0188
"FCN1",3.0687
"FCN2",0.3836
"FCN3",0.7672
"FCRL1",0.3836
"FCRL2",0
"FCRL3",0
"FCRL4",0
"FCRL5",0
"FCRL6",0
"FCRLA",16.1105
"FCRLB",25.3165
"FDFT1",4055.6195
"FDPSL2A",1.1507
"FDPS",2993.3218
"FDX1L",304.5838
"FDX1",321.4423
"FDXACB1",152.6659
"FDXR",418.8723
"FECH",773.3026
"FEM1A",1121.9793
"FEM1B",2159.1868
"FEM1C",660.9129
"FEN1",495.2052
"FER1L4",2.3015
"FER1L5",7.6717
"FER1L6",0
"FERD3L",0
"FERMT1",1999.6164
"FERMT2",1749.5205
"FERMT3",168.0092
"FER",21.4806
"FES",96.6628
"FETUB",3.4522
"FEV",0.7672
"FEZ1",12685.8458
"FEZ2",1989.6433
"FEZF1",0
"FEZF2",16.4941
"FFAR1",1.1507
"FFAR2",3.0687
"FFAR3",4.2194
"FGA",0
"FGB",0
"FGD1",602.6084
"FGD2",147.2957
"FGD3",214.0391
"FGD4",543.153
"FGD5",138.8569
"FGD6",109.3211
"FGF10",0
"FGF11",1016.4941
"FGF12",301.1124
"FGF13",251.6302
"FGF14",422.7081
"FGF16",0
"FGF17",17.2612
"FGF18",1.1507
"FGF19",0
"FGF1",5522.8232
"FGF20",6.1373
"FGF21",0
"FGF22",1.5343
"FGF23",0
"FGF2",1359.674
"FGF3",0
"FGF4",0
"FGF5",0.3836
"FGF6",0
"FGF7",32.2209
"FGF8",2.3015
"FGF9",106.2524
"FGFBP1",0
"FGFBP2",2.6851
"FGFBP3",1745.3011
"FGFR1OP2",667.4338
"FGFR1OP",99.931
"FGFR1",2123.8972
"FGFR2",2790.1803
"FGFR3",2056.7702
"FGFR4",36.8239
"FGFRL1",259.3019
"FGGY",53.7016
"FGG",0
"FGL1",8.0552
"FGL2",142.3092
"FGR",87.0733
"FHAD1",4.603
"FHDC1",1496.7395
"FHIT",90.1419
"FHL1",7894.8984
"FHL2",19.1791
"FHL3",320.2915
"FHL5",29.1523
"FHOD1",168.7764
"FHOD3",381.6647
"FH",1060.2225
"FIBCD1",293.8243
"FIBIN",781.7415
"FIBP",999.6164
"FICD",142.3092
"FIG4",431.5305
"FIGF",5.7537
"FIGLA",0
"FIGNL1",269.275
"FIGNL2",10.3567
"FIGN",100.1151
"FILIP1L",63.6747
"FILIP1",45.2628
"FIP1L1",793.5059
"FIS1",2401.9448
"FITM1",5.7537
"FITM2",56.7702
"FIZ1",353.6632
"FJX1",1220.9436
"FKBP10",2009.206
"FKBP11",114.3076
"FKBP14",132.336
"FKBP15",846.1834
"FKBP1AP1",10.7403
"FKBP1A",2059.4553
"FKBP1B",23.3985
"FKBP2",596.8546
"FKBP3",1214.8063
"FKBP4",1940.9283
"FKBP5",135.0211
"FKBP6",0.8017
"FKBP7",148.8301
"FKBP8",6257.7675
"FKBP9L",10.7403
"FKBP9",500.959
"FKBPL",112.0061
"FKRP",181.4346
"FKSG29",0
"FKSG73",0
"FKSG83",0
"FKTN",782.125
"FLAD1",456.0798
"FLCN",1005.0096
"FLG2",0
"FLG",14.7603
"FLI1",368.2394
"FLII",1421.9409
"FLJ10038",622.4166
"FLJ10213",11.1239
"FLJ10357",2001.1507
"FLJ10661",3.0687
"FLJ11235",23.015
"FLJ12825",5.3702
"FLJ13197",85.2359
"FLJ13224",0
"FLJ14107",0
"FLJ16779",3304.5646
"FLJ22536",89.72
"FLJ23867",78.2509
"FLJ25328",0
"FLJ25363",0
"FLJ25758",0
"FLJ26850",4.603
"FLJ30679",1.5343
"FLJ32063",7.6717
"FLJ33360",12.2746
"FLJ33630",393.9394
"FLJ34503",2.6851
"FLJ35024",21.097
"FLJ35220",274.2616
"FLJ35390",108.389
"FLJ35776",31.8374
"FLJ36000",0
"FLJ36031",201.3809
"FLJ36777",6.5209
"FLJ37201",28.3851
"FLJ37307",9.9731
"FLJ37453",201.7645
"FLJ37543",42.9613
"FLJ39582",57.0541
"FLJ39609",0
"FLJ39653",79.4016
"FLJ39739",1.1507
"FLJ40292",3.4522
"FLJ40330",3.4522
"FLJ40434",0
"FLJ40504",0
"FLJ40852",83.2106
"FLJ41941",0
"FLJ42289",21.4806
"FLJ42393",0.7672
"FLJ42627",28.0015
"FLJ42709",366.3214
"FLJ42875",30.6866
"FLJ43390",508.6306
"FLJ43663",240.1227
"FLJ43859",0
"FLJ43860",0
"FLJ43950",0
"FLJ44054",0.7672
"FLJ44082",0
"FLJ44606",3.4522
"FLJ44635",11.8911
"FLJ45079",0
"FLJ45244",214.4227
"FLJ45340",1094.3613
"FLJ45445",21.4806
"FLJ45983",0
"FLJ46111",0
"FLJ46321",0
"FLJ46361",0
"FLJ90757",1041.8105
"FLNA",3889.9118
"FLNB",2199.0679
"FLNC",639.0487
"FLOT1",2759.8773
"FLOT2",1463.3679
"FLRT1",807.0579
"FLRT2",179.9003
"FLRT3",467.9708
"FLT1",948.2163
"FLT3LG",59.8389
"FLT3",8.8224
"FLT4",118.1435
"FLVCR1",136.1718
"FLVCR2",480.6291
"FLYWCH1",1265.4392
"FLYWCH2",499.041
"FMN1",1.1507
"FMN2",1170.6943
"FMNL1",190.257
"FMNL2",7196.3943
"FMNL3",1531.753
"FMO1",0.3836
"FMO2",153.4331
"FMO3",21.4806
"FMO4",59.0717
"FMO5",47.9478
"FMO6P",1.1507
"FMO9P",0
"FMOD",46.0299
"FMR1NB",0
"FMR1",1634.0621
"FN1",3006.5209
"FN3KRP",1031.4538
"FN3K",1446.1066
"FNBP1L",295.3586
"FNBP1",3021.097
"FNBP4",1397.0081
"FNDC1",1.5343
"FNDC3A",2452.244
"FNDC3B",239.7392
"FNDC4",799.7699
"FNDC5",217.4914
"FNDC7",1.9179
"FNDC8",8.8224
"FNIP1",886.4595
"FNIP2",407.3648
"FNTA",2032.9881
"FNTB",1300.1112
"FOLH1B",19.9463
"FOLH1",1487.15
"FOLR1",13.809
"FOLR2",413.1185
"FOLR3",0
"FOLR4",0
"FOSB",728.0399
"FOSL1",11.8911
"FOSL2",128.8838
"FOS",10367.8558
"FOXA1",0
"FOXA2",0
"FOXA3",3.0687
"FOXB1",0
"FOXB2",0
"FOXC1",211.354
"FOXC2",4.9866
"FOXD1",23.3985
"FOXD2",2.6851
"FOXD3",0
"FOXD4L1",2.6851
"FOXD4L2",6.1373
"FOXD4L3",0
"FOXD4L5",0.7672
"FOXD4L6",6.1373
"FOXD4",5.7537
"FOXE1",0
"FOXE3",0
"FOXF1",76.3329
"FOXF2",241.2735
"FOXG1",2184.5033
"FOXH1",2.9152
"FOXI1",0.3836
"FOXI2",0
"FOXI3",0
"FOXJ1",72.4971
"FOXJ2",829.3057
"FOXJ3",741.8489
"FOXK1",1627.5412
"FOXK2",1287.3034
"FOXL1",4.2194
"FOXL2",21.097
"FOXM1",112.1557
"FOXN1",0
"FOXN2",1079.4016
"FOXN3",1901.8028
"FOXN4",3.4522
"FOXO1",757.5758
"FOXO3B",754.8907
"FOXO3",1529.7277
"FOXO4",1044.8792
"FOXP1",382.8155
"FOXP2",5.7537
"FOXP3",5.7883
"FOXP4",910.6252
"FOXQ1",115.842
"FOXR1",0.7672
"FOXR2",0.7672
"FOXRED1",526.659
"FOXRED2",1439.5857
"FOXS1",36.4404
"FPGS",734.9444
"FPGT",166.3291
"FPR1",111.239
"FPR2",1.5343
"FPR3",21.8642
"FRAS1",53.318
"FRAT1",123.5136
"FRAT2",207.9018
"FREM1",131.5689
"FREM2",178.7495
"FRG1B",304.9482
"FRG1",674.7219
"FRG2B",0
"FRG2C",0.3836
"FRG2",0
"FRK",11.8911
"FRMD1",0
"FRMD3",34.1389
"FRMD4A",1255.4891
"FRMD4B",789.7967
"FRMD5",441.8872
"FRMD6",454.1619
"FRMD7",0
"FRMD8",601.4576
"FRMPD1",194.0928
"FRMPD2L1",0
"FRMPD2",36.8239
"FRMPD4",13.0418
"FRRS1",0.7672
"FRS2",1376.2946
"FRS3",294.9751
"FRYL",2306.4825
"FRY",1773.6786
"FRZB",189.1063
"FSCB",0
"FSCN1",5240.5063
"FSCN2",1.1507
"FSCN3",1.9294
"FSD1L",177.5988
"FSD1",785.1937
"FSD2",0.7672
"FSHB",0
"FSHR",0
"FSIP1",25.3165
"FSTL1",586.1143
"FSTL3",151.1316
"FSTL4",5.3702
"FSTL5",262.6928
"FST",15.7269
"FTCD",17.6448
"FTH1",22267.3188
"FTHL17",0
"FTHL3",148.0629
"FTLP10",0
"FTL",16622.1711
"FTMT",0
"FTO",2021.8642
"FTSJ1",613.3487
"FTSJ2",455.3126
"FTSJ3",1153.8166
"FTSJD1",495.9724
"FTSJD2",1360.1841
"FUBP1",803.6057
"FUBP3",2505.9455
"FUCA1",186.0376
"FUCA2",379.3633
"FUK",495.5888
"FUNDC1",336.402
"FUNDC2P2",1.9179
"FUNDC2",1377.4377
"FURIN",1059.4553
"FUS",5787.1116
"FUT10",102.4166
"FUT11",146.145
"FUT1",31.4538
"FUT2",17.6448
"FUT3",0.7672
"FUT4",59.4553
"FUT5",1.2658
"FUT6",0.7672
"FUT7",4.5493
"FUT8",1064.1158
"FUT9",1732.2593
"FUZ",411.1699
"FXC1",761.4116
"FXN",246.6437
"FXR1",2219.7929
"FXR2",1643.644
"FXYD1",88.9912
"FXYD2",18.0284
"FXYD3",4.2194
"FXYD4",13.4254
"FXYD5",173.3794
"FXYD6",18594.9367
"FXYD7",65.9762
"FYB",254.6989
"FYCO1",394.7066
"FYN",5751.822
"FYTTD1",1452.244
"FZD10",30.303
"FZD1",349.4438
"FZD2",105.8688
"FZD3",184.8868
"FZD4",364.9904
"FZD5",142.3092
"FZD6",102.033
"FZD7",510.5485
"FZD8",61.7568
"FZD9",16.1105
"FZR1",1276.1795
"G0S2",9.9731
"G2E3",401.611
"G3BP1",1691.9831
"G3BP2",2807.4415
"G6PC2",1.9179
"G6PC3",1550.0575
"G6PC",0.3836
"G6PD",655.5428
"GAA",2079.018
"GAB1",2856.9237
"GAB2",2475.6425
"GAB3",73.2643
"GAB4",0.7672
"GABARAPL1",2077.1001
"GABARAPL2",4342.1557
"GABARAPL3",6.5209
"GABARAP",7423.8588
"GABBR1",7445.7231
"GABBR2",761.7952
"GABPA",1059.812
"GABPB1",278.738
"GABPB2",74.7986
"GABRA1",72.4971
"GABRA2",19.5627
"GABRA3",489.8351
"GABRA4",101.6494
"GABRA5",45.2628
"GABRA6",0.3836
"GABRB1",76.3329
"GABRB2",173.7629
"GABRB3",1857.3072
"GABRD",415.0364
"GABRE",0
"GABRG1",714.2309
"GABRG2",630.6099
"GABRG3",0.7672
"GABRP",0.3836
"GABRQ",27.2344
"GABRR1",0
"GABRR2",0
"GABRR3",0
"GAD1",1888.761
"GAD2",5.3702
"GADD45A",132.7196
"GADD45B",503.644
"GADD45GIP1",1025.7
"GADD45G",479.4783
"GADL1",0
"GAGE10",0
"GAGE12D",0
"GAGE12F",0
"GAGE12J",0
"GAGE13",0
"GAGE1",0
"GAGE2A",0
"GAGE2B",0
"GAGE2C",0
"GAGE2D",0
"GAGE2E",0
"GAGE4",0
"GAGE8",0
"GAK",1514.0008
"GAL3ST1",833.1415
"GAL3ST2",5.7537
"GAL3ST3",226.6974
"GAL3ST4",615.6502
"GALC",1336.0184
"GALE",127.733
"GALK1",395.0901
"GALK2",268.0629
"GALM",92.0598
"GALNS",273.1109
"GALNT10",767.5489
"GALNT11",1228.2317
"GALNT12",38.3583
"GALNT13",3522.056
"GALNT14",86.3061
"GALNT1",1769.4668
"GALNT2",1401.611
"GALNT3",9.5896
"GALNT4",130.4411
"GALNT5",0
"GALNT6",347.9095
"GALNT7",733.41
"GALNT8",12.2746
"GALNT9",82.4703
"GALNTL1",1297.2766
"GALNTL2",3036.4404
"GALNTL4",476.0261
"GALNTL5",1.9179
"GALNTL6",8.0552
"GALP",0
"GALR1",106.636
"GALR2",0.3836
"GALR3",2.3015
"GALT",329.1139
"GAL",0.3836
"GAMT",846.9505
"GANAB",4781.3579
"GANC",416.87
"GAN",69.0449
"GAP43",1926.3521
"GAPDHS",0.8746
"GAPDH",30297.2766
"GAPT",11.8911
"GAPVD1",1303.0303
"GAR1",331.4154
"GARNL3",242.4242
"GARS",1227.4645
"GART",1216.3406
"GAS1",294.5915
"GAS2L1",1702.3399
"GAS2L2",0.7672
"GAS2L3",5.7537
"GAS2",43.3448
"GAS5",1247.4108
"GAS6",794.3997
"GAS7",3514.0008
"GAS8",244.9981
"GAST",0
"GATA1",1.9179
"GATA2",97.0464
"GATA3",1.5343
"GATA4",0
"GATA5",26.0836
"GATA6",1.5343
"GATAD1",868.4311
"GATAD2A",1545.8381
"GATAD2B",1723.0533
"GATC",29.5359
"GATM",3850.4028
"GATSL1",32.2209
"GATSL2",39.8926
"GATSL3",640.4488
"GATS",2496.9467
"GBA2",1334.2002
"GBA3",1.1507
"GBAP1",496.7395
"GBAS",1698.504
"GBA",1025.7
"GBE1",289.2213
"GBF1",1754.1235
"GBGT1",83.2374
"GBP1",209.8197
"GBP2",83.0073
"GBP3",222.4779
"GBP4",245.8765
"GBP5",2.6851
"GBP6",3.4522
"GBP7",4.8331
"GBX1",0
"GBX2",13.809
"GCAT",513.6172
"GCA",650.9398
"GCC1",568.8531
"GCC2",731.8757
"GCDH",657.0771
"GCET2",0.7672
"GCFC1",1385.8842
"GCGR",0.3836
"GCG",0
"GCH1",44.112
"GCHFR",24.5493
"GCKR",3.8358
"GCK",8.4388
"GCLC",2439.2021
"GCLM",98.5807
"GCM1",1.1507
"GCM2",0
"GCN1L1",2231.6839
"GCNT1",39.509
"GCNT2",375.911
"GCNT3",0
"GCNT4",13.0418
"GCNT7",0.3836
"GCOM1",4.603
"GCSH",119.6778
"GC",0
"GDAP1L1",1556.962
"GDAP1",1429.6126
"GDAP2",153.8166
"GDA",51.4001
"GDE1",1855.7729
"GDEP",0
"GDF10",53.7016
"GDF11",652.8922
"GDF15",8.8224
"GDF1",2039.9578
"GDF2",0
"GDF3",0
"GDF5",0.7672
"GDF6",9.206
"GDF7",0
"GDF9",84.3882
"GDI1",10532.7963
"GDI2",3813.5788
"GDNF",9.206
"GDPD1",265.8228
"GDPD2",126.1987
"GDPD3",50.4258
"GDPD4",0
"GDPD5",83.621
"GEFT",1355.0288
"GEMIN4",446.1066
"GEMIN5",559.6471
"GEMIN6",102.8002
"GEMIN7",91.6763
"GEMIN8P4",14.1926
"GEMIN8",594.5531
"GEM",63.6747
"GEN1",146.145
"GET4",951.2121
"GFAP",185151.8987
"GFER",589.9501
"GFI1B",0.3836
"GFI1",1.9179
"GFM1",1257.7675
"GFM2",446.1066
"GFOD1",29.9194
"GFOD2",673.9547
"GFPT1",968.5462
"GFPT2",679.7085
"GFRA1",1995.0134
"GFRA2",26.0836
"GFRA3",0.7672
"GFRA4",0.3836
"GFRAL",0
"GGA1",1920.2148
"GGA2",927.5029
"GGA3",968.9298
"GGCT",428.8454
"GGCX",349.8274
"GGH",210.9705
"GGNBP1",0.3836
"GGNBP2",1113.5405
"GGN",12.6582
"GGPS1",748.3698
"GGT1",151.5152
"GGT3P",6.5209
"GGT5",326.4288
"GGT6",0
"GGT7",793.2489
"GGT8P",0
"GGTA1",1339.4707
"GGTLC1",1.9179
"GGTLC2",22.6314
"GH1",0
"GH2",0
"GHDC",899.5013
"GHITM",3248.5616
"GHRHR",0
"GHRH",0.7672
"GHRLOS",5.3702
"GHRL",2.3015
"GHR",75.5658
"GHSR",0
"GIF",0
"GIGYF1",2524.7411
"GIGYF2",1883.3909
"GIMAP1",76.7165
"GIMAP2",113.9241
"GIMAP4",271.5765
"GIMAP5",198.3122
"GIMAP6",278.0974
"GIMAP7",134.6375
"GIMAP8",183.3525
"GIN1",195.2436
"GINS1",121.9793
"GINS2",34.1389
"GINS3",303.4139
"GINS4",53.7016
"GIPC1",2016.1105
"GIPC2",1.1507
"GIPC3",98.9643
"GIPR",24.1657
"GIP",0
"GIT1",2591.4845
"GIT2",1053.7016
"GIYD2",243.6095
"GJA10",0
"GJA1",4332.9498
"GJA3",1.1507
"GJA4",97.8136
"GJA5",16.4941
"GJA8",0
"GJA9",5.3702
"GJB1",1800.537
"GJB2",5.7537
"GJB3",0
"GJB4",0
"GJB5",4.2194
"GJB6",19.9463
"GJB7",0
"GJC1",122.7465
"GJC2",837.361
"GJC3",2.6851
"GJD2",0.3836
"GJD3",1.1623
"GJD4",0.3836
"GK2",0.7672
"GK3P",10.7403
"GK5",602.9919
"GKAP1",334.4841
"GKN1",0
"GKN2",0
"GK",119.6778
"GLA",160.3376
"GLB1L2",148.4465
"GLB1L3",0.7672
"GLB1L",102.033
"GLB1",517.0694
"GLCCI1",1368.2394
"GLCE",664.7488
"GLDC",1742.616
"GLDN",1816.6475
"GLE1",683.9279
"GLG1",4597.2382
"GLI1",46.4135
"GLI2",120.445
"GLI3",171.4614
"GLI4",167.7867
"GLIPR1L1",2.3015
"GLIPR1L2",80.5524
"GLIPR1",261.4691
"GLIPR2",1405.0633
"GLIS1",19.9463
"GLIS2",1517.8366
"GLIS3",308.4005
"GLMN",79.018
"GLO1",2758.3429
"GLOD4",1261.2198
"GLOD5",0.7672
"GLP1R",16.4941
"GLP2R",0.3836
"GLRA1",0
"GLRA2",4.9866
"GLRA3",109.7046
"GLRA4",1.9179
"GLRB",1184.5033
"GLRX2",50.6329
"GLRX3",538.1665
"GLRX5",880.7058
"GLRX",168.0092
"GLS2",17.2612
"GLS",684.3115
"GLT1D1",26.0836
"GLT25D1",863.061
"GLT25D2",4456.847
"GLT6D1",1.5343
"GLT8D1",1148.5309
"GLT8D2",41.0433
"GLTPD1",306.8661
"GLTPD2",0
"GLTP",2760.2608
"GLTSCR1",253.9317
"GLTSCR2",3595.3203
"GLUD1",10203.2988
"GLUD2",1154.2002
"GLUL",31417.7215
"GLYATL1",6.9045
"GLYATL2",14.5761
"GLYATL3",0
"GLYAT",0
"GLYCAM1",0
